Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Sieczko, Anna; Maschek, Maria; Peduzzi, Peter",,,,"Sieczko, Anna/O-2310-2015","Sieczko, Anna/0000-0003-0472-7840",,,Algal extracellular release in river-floodplain dissolved organic matter: response of extracellular enzymatic activity during a post-flood period,,,,,,,,Frontiers in Microbiology,,,,6,,,,80,Article No.: 80,,10.3389/fmicb.2015.00080,,,,FEB 17 2015,2015,"River-floodplain systems are susceptible to rapid hydrological events. Changing hydrological connectivity of the floodplain generates a broad range of conditions, from lentic to lotic. This creates a mixture of allochthonously and autochthonously derived dissolved organic matter (DOM). Autochthonous DOM, including photosynthetic extracellular release (PER), is an important source supporting bacterial secondary production (BSP). Nonetheless, no details are available regarding microbial extracellular enzymatic activity (EEA) as a response to PER under variable hydrological settings in river-floodplain systems. To investigate the relationship between bacterial and phytoplankton components, we therefore used EEA as a tool to track the microbial response to non-chromophoric, but reactive and ecologically important DOM. The study was conducted in three floodplain subsystems with distinct hydrological regimes (Danube Floodplain National Park, Austria). The focus was on the post-flood period. Enhanced %PER (up to 48% of primary production) in a hydrologically isolated subsystem was strongly correlated with beta-glucosidase, which was related to BSP. This shows that in disconnected floodplain backwaters with high terrestrial input BSP can also be driven by autochthonous carbon sources (PER). In a semi-isolated section, in the presence of fresh labile material from primary producers, enhanced activity of phenol oxidase was observed. In frequently flooded river-floodplain systems, BSP was mainly driven by enzymatic degradation of particulate primary production. Our research demonstrates that EEA measurements are an excellent tool to describe the coupling between bacteria and phytoplankton, which cannot be deciphered when focusing solely on chromophoric DOM.",,,,,,,,,9,0,0,0,9,0,9,,,,1664-302X,,BIOSIS:PREV201500284917,25741326,
B,"Persic, Vesna; Cerba, Dubravka; Bogut, Irella; Horvatic, Janja",,,,"Persic, Vesna/AAB-3941-2020; Cerba, Dubravka/AAL-3035-2020; Persic, Vesna/AAK-6674-2021","Persic, Vesna/0000-0002-5417-7499","Ansari, AA; Gill, SS; Lanza, GR; Rast, W",,"Trophic State and Water Quality in the Danube Floodplain Lake (Kopacki Rit Nature Park, Croatia) in Relation to Hydrological Connectivity",,,,,,,,"Eutrophication: Causes, Consequences and Control",,,,,,,,109,129,,10.1007/978-90-481-9625-8_5,,,,2011,2011,"The investigated floodplain lake is located in the marginal part of the Kopacki Rit Nature Park, Croatia, a floodplain area of the Danube. In this chapter, we have assessed the influence of hydrological connectivity with the main channel on the trophic state and water quality in the Lake Sakadas. The evaluation of trophic state combines a number of physical, chemical and biological parameters with the objective to select the relevant indicators for the floodplain lakes. The following environmental parameters have been considered: water temperature, nutrients, dissolved oxygen, water transparency, chlorophyll-a concentration, phytoplankton primary productivity, benthic and periphytic communities and laboratory experiments (nutrient enrichment bioassay). An integrative approach, which includes in situ research and laboratory experiments, indicated strong correlations of abiotic and biotic components with a hydrological regime. Also, during the biological monitoring, occurrence and spread of invasive species was noted as an indication of ecosystem disturbance (hydrological and/or anthropogenic). Therefore, our results contribute to the perception of importance of the hydrological connectivity (by inundation) on the eutrophication process in the investigated floodplain lake.",,,,,,,,,1,0,0,0,1,0,1,,,,,978-90-481-9624-1(H),BIOSIS:PREV201100325239,,
J,"Harmon, Thomas S.; Smoak, Joseph M.; Waters, Matthew N.; Sanders, Christian J.",,,,"Smoak, Joseph M/E-2140-2012; Sanders, Christian J/J-6756-2012; Sanders, Christian J/AAM-6906-2021","Smoak, Joseph M/0000-0002-4322-4042; Sanders, Christian J/0000-0003-0090-0896; Waters, Matthew/0000-0003-1702-3973",,,"Hydrologic fragmentation-induced eutrophication in Dove Sound, Upper Florida Keys, USA",,,,,,,,Environmental Earth Sciences,,,,71,10,,,4387,4395,,10.1007/s12665-013-2832-y,,,,MAY 2014,2014,"Anthropogenic impacts to island systems can have deleterious effects on coastal aquatic ecosystems. These effects can alter water quality, primary production as well as habitat. Land development often fragments hydrologic connectivity within aquatic ecosystems forcing alterations in nutrient transport and increases the potential for eutrophication. Dove Sound, a tidal lagoon located in the Upper Florida Keys on Key Largo, has been subjected to anthropogenic influences of land development during the last century. To investigate these influences a short sediment core was collected from within Dove Sound and investigated using Pb-210 dating, stable isotopes of carbon and nitrogen, and sedimentary pigments. Results indicated that Dove Sound has undergone eutrophication and the primary producer community structure has shifted from dominantly macrophytic to a system that supports substantial algal production. While septic waste was a possible source for eutrophication, low delta N-15 did not support this conclusion. However, the timing of the shifts in Dove Sound along with indicators of anoxia leads to the conclusion that fragmentation caused by the construction of a railroad was the root cause. The hydrologic fragmentation reduced the flushing rates, thereby enhancing anoxic conditions in the system and increasing the internal nutrient loading.",,,,,,,,,10,0,0,0,4,0,10,,,1866-6280,1866-6299,,BIOSIS:PREV201400413459,,
J,"Anderson, Christopher J.; Mitsch, William J.; Schiermeier, Wilma H.",,,,,,,,Influence of flood connectivity on bottomland hardwood forest productivity in central Ohio,,,,,,,,Ohio Journal of Science,,,,108,2,,,2,8,,,,,,APR 2008,2008,"Aboveground net primary productivity (ANPP) in response to flooding and other environmental variables was evaluated at a 5.2-ha bottomland hardwood forest along the Olentangy River in central Ohio, USA. The forest is composed of two distinct sections that were hydrologically enhanced in 2001. To approximate natural flooding, the north section was enhanced by cutting three breaches in a more than 70-year-old artificial levee. A fourth breach was cut from a natural riverbank in the south section to connect a lateral swale and augment the existing flood regime. The objective of this study was to evaluate various factors that might affect forest productivity after restoration. In 2004, ANPP for the forest was estimated at 847 +/- 50 g m(-2)yr(-1) (807 +/- 86 g m(-2) yr(-1) in the north section and 869 +/- 86 g m(-2) yr(-1) in the south section). Mean ANPP for the entire forest was similar to an estimate prior to restoration and still below productivity levels reported at other bottomland forests along the Olentnagy River and throughout the Midwest U.S. As part of this study, the influence of flood connectivity and other variables on intra-forest ANPP were also examined. Using daily river-stage data and by monitoring study plots at various flood stages, we estimated the number of days each plot was connected to the river. A significant and positive relationship was detected between plot ANPP and the number of days connected to the river during the 2004 water year (Oct. 2003-Sept. 2004). Forest ANPP was also significantly related to total tree basal area and topographic variability.",,,,,,,,,7,0,0,0,5,0,7,,,0030-0950,0030-0950,,BIOSIS:PREV200800553572,,
J,"Siebers, Andre R.; Pettit, Neil E.; Skrzypek, Grzegorz; Dogramaci, Shawan; Grierson, Pauline F.",,,,"Siebers, Andre R/D-8656-2018","Siebers, Andre R/0000-0002-8326-1649; dogramaci, shawan/0000-0002-2598-0442; Skrzypek, Grzegorz/0000-0002-5686-2393; Pettit, Neil/0000-0001-6126-8914",,,Diel cycles of delta C-13(DIC) and ecosystem metabolism in ephemeral dryland streams,,,,,,,,Aquatic Sciences,,,,82,2,,,32,Article No.: 32,,10.1007/s00027-020-0708-2,,,,FEB 26 2020,2020,"Streams in hot, arid environments often exist as a series of isolated pools along main channels. During these periods, shallow alluvial through flow may strongly influence key ecological processes within pools. We measured diel changes in delta C-13 values of dissolved inorganic carbon (DIC) and dissolved oxygen (DO) in two pools of ephemeral, dryland streams. We quantified alluvial water connectivity through stable isotope analysis (delta O-18 and delta H-2) of pool and alluvial water. We also estimated gross primary productivity (GPP) and ecosystem respiration (ER) rates across a wider set of pools in both streams. delta C-13(DIC) values displayed regular diel cycles, where both pools displayed small but similar daily amplitude (0.7-0.9 parts per thousand) despite contrasting amplitudes of change in DO (0.8 mg L-1 vs. 2.8 mg L-1) and contrasting alluvial water connectivity (connected vs. disconnected). Water temperature was the strongest predictor of both delta C-13(DIC) values and rates of change in delta C-13(DIC) across both pools. Across both streams, all pools were net heterotrophic. GPP (0.35-1.73 g O-2 m(-2) d(-1)) and ER (0.49-2.64 g O-2 m(-2) d(-1)) rates were linked to aquatic vegetation cover. The disconnect between diurnal amplitudes of delta C-13 values and DO concentrations thus suggests that ecological drivers of gas exchange became increasingly localised as pools contracted.",,,,,,,,,2,0,0,0,0,0,2,,,1015-1621,1420-9055,,BIOSIS:PREV202000335114,,
J,"de Lacerda, Luiz Drude; Ward, Raymond D.; Godoy, Mario Duarte Pinto; de Andrade Meireles, Antonio Jeovah; Borges, Rebecca; Ferreira, Alexander Cesar",,,,,"Ward, Raymond/0000-0002-7391-5530",,,20-Years Cumulative Impact From Shrimp Farming on Mangroves of Northeast Brazil,,,,,,,,Frontiers in Forests and Global Change,,,,4,,,,653096,Article No.: 653096,,10.3389/ffgc.2021.653096,,,,APR 23 2021,2021,"Brazilian mangroves cover about 11,100 km(2) and provide a wide range of ecosystem services. Despite their importance, they are one of the most impacted ecosystems because of combined influences of climate change, pollution, and direct conversion and loss. A major driver of environmental impacts is shrimp farming and this is particularly acute in the semi-arid northeast of Brazil, where mangroves are constrained in a narrow band along ephemeral estuaries that are often impacted by multi-year droughts. Recent changes to Brazilian law, in particular the Forest Code, have weakened protection for mangroves and associated apicum (salt pan) ecosystems. In NE Brazil, most shrimp ponds are converted from mangrove-adjacent apicuns rather than the mangroves themselves with periodic hydrological connectivity through dammed channels, allowing the flushing of effluents. As a result, the main impacts on mangroves are typically indirect, because of pollution inputs from shrimp pond effluents and associated loss of ecosystem services including reductions in primary productivity, carbon storage capacity, resilience to other environmental stressors, their efficiency as estuarine filters, and biodiversity and abundance of subsistence use of marine species. Soil damage and infrastructure remaining after shrimp pond deactivation impairs mangrove recovery. This extends the duration of the damage and allows the occupation of degraded areas by other activities that can permanently impair ecosystem function. In this review, we address several aspects of the shrimp culture boom in NE Brazilian, their features and consequences, and the future of mangroves in the region considering climate change and rising poverty. Our conclusions on the practices and outcomes of shrimp farming in mangroves are likely to apply to areas with similar environmental settings, e.g., semiarid regions worldwide, and particularly in the Latin America and Caribbean region, and our findings can be taken into account to improve conservation and management of these forests at the least to a regional scale.",,,,,,,,,3,0,0,0,3,0,3,,,,2624-893X,,BIOSIS:PREV202100542455,,
J,"Rovelli, Lorenzo; Attard, Karl M.; Binley, Andrew; Heppell, Catherine M.; Stahl, Henrik; Trimmer, Mark; Glud, Ronnie N.",,,,"Attard, Karl/AAO-8314-2021; Attard, Karl Michael/ABE-6044-2021; Trimmer, Mark/ABB-2336-2021; Binley, Andrew/C-2487-2013","Attard, Karl Michael/0000-0002-8009-5462; Trimmer, Mark/0000-0002-9859-5537; Binley, Andrew/0000-0002-0938-9070; Stahl, Henrik/0000-0002-8402-2826; Glud, Ronnie N./0000-0002-7069-893X",,,Reach-scale river metabolism across contrasting sub-catchment geologies: Effect of light and hydrology,,,,,,,,Limnology and Oceanography,,,,62,Suppl. 1,,,S381,S399,,10.1002/lno.10619,,,,NOV 2017,2017,"We investigated the seasonal dynamics of in-stream metabolism at the reach scale (approximate to 150 m) of headwaters across contrasting geological sub-catchments: clay, Greensand, and Chalk of the upper River Avon (UK). Benthic metabolic activity was quantified by aquatic eddy co-variance while water column activity was assessed by bottle incubations. Seasonal dynamics across reaches were specific for the three types of geologies. During the spring, all reaches were net autotrophic, with rates of up to 290 mmol C m(-2) d(-1) in the clay reach. During the remaining seasons, the clay and Greensand reaches were net heterotrophic, with peak oxygen consumption of 206 mmol m(-2) d(-1) during the autumn, while the Chalk reach was net heterotrophic only in winter. Overall, the water column alone still contributed to approximate to 25% of the annual respiration and primary production in all reaches. Net ecosystem metabolism (NEM) across seasons and reaches followed a general linear relationship with increasing stream light availability. Sub-catchment specific NEM proved to be linearly related to the local hydrological connectivity, quantified as the ratio between base flow and stream discharge, and expressed on a timescale of 9 d on average. This timescale apparently represents the average period of hydrological imprint for carbon turnover within the reaches. Combining a general light response and sub-catchment specific base flow ratio provided a robust functional relationship for predicting NEM at the reach scale. The novel approach proposed in this study can help facilitate spatial and temporal upscaling of riverine metabolism that may be applicable to a broader spectrum of catchments.",,,,,,,,,16,0,0,0,14,0,16,,,0024-3590,1939-5590,,BIOSIS:PREV201800185335,29242670,
J,"Napiorkowski, Pawel; Napiorkowska, Teresa",,,,"Napiorkowski, Pawel/G-6228-2014; Napiorkowska, Teresa/G-8883-2014","Napiorkowski, Pawel/0000-0003-1987-9468; Napiorkowska, Teresa/0000-0003-3696-6715",,,"Limnophase versus potamophase: how hydrological connectivity affects the zooplankton community in an oxbow lake (Vistula River, Poland)",,,,,,,,Annales de Limnologie,,,,53,,,,143,151,,10.1051/limn/2017001,,,,FEB 27 2017,2017,"The functioning of oxbow lakes depends primarily on the succession of two phases: potamophase (when water from the river flows into the lake) and limnophase (when water remains in the riverbed, ensuring stability in the lake). Hydrologic conditions in the river determine whether oxbows are isolated or connected with the river. They also determine the time and duration of both phases. The studied oxbow lake, located in the floodplain of the lower Vistula, was created as the result of river regulation in the 19th century. Observations were conducted during growing seasons in 2006, 2007, 2008 and 2013, during limnophase and potamophase. The study was aimed at evaluating the impact of changes in the river level on the oxbow lake. Potamophase brought greater zooplankton diversity. We recorded a higher number of species and a higher Shannon diversity index (H'). During limnophase, higher water temperature led to greater zooplankton density. However, its diversity decreased. In recent years, probably due to climate change, the amount of precipitation has decreased. As a result, water levels in rivers are lower and potamophase is rare, while periods of isolation are longer. Low water levels in oxbows increase their primary productivity and decrease zooplankton biodiversity.",,,,,,,,,7,0,0,0,4,0,7,,,0003-4088,2100-000X,,BIOSIS:PREV201700873573,,
J,"Warfe, D. M.; Pettit, N. E.; Davies, P. M.; Pusey, B. J.; Hamilton, S. K.; Kennard, M. J.; Townsend, S. A.; Bayliss, P.; Ward, D. P.; Douglas, M. M.; Burford, M. A.; Finn, M.; Bunn, S. E.; Halliday, I. A.",,,,"Hamilton, Stephen K/N-2979-2014; Warfe, Danielle M/C-2426-2013; Pettit, Neil E/D-4309-2013; Burford, Michele A/A-3138-2012; Bayliss, Peter/A-1928-2012; Kennard, Mark James/C-3425-2008; Burford, Michele/AAS-9084-2020; Bunn, Stuart E/B-9065-2008; Davies, Peter M/C-3518-2013; Douglas, Michael M/I-3149-2012","Hamilton, Stephen K/0000-0002-4702-9017; Burford, Michele A/0000-0002-1076-6144; Bayliss, Peter/0000-0001-5754-631X; Kennard, Mark James/0000-0003-4383-4999; Burford, Michele/0000-0002-1076-6144; Bunn, Stuart E/0000-0002-6540-3586; Douglas, Michael M/0000-0003-3650-3374; Pettit, Neil/0000-0001-6126-8914",,,The 'wet-dry' in the wet-dry tropics drives river ecosystem structure and processes in northern Australia,,,,,,,,Freshwater Biology,,,,56,11,,,2169,2195,,10.1111/j.1365-2427.2011.02660.x,,,,NOV 2011,2011,"1. Northern Australia is characterised by a tropical wet-dry climate that regulates the distinctive character of river flow regimes across the region. There is marked hydrological seasonality, with most flow occurring over only a few months of the year during the wet season. Flow is also characterised by high variability between years, and in the degree of flow cessation, or intermittency, over the dry season.2. At present, the relatively low human population density and demand for water in the region means that most rivers have largely unmodified flow regimes. These rivers therefore provide a good opportunity to understand the role of natural flow variability in river ecosystem structure and processes.3. This review describes the major flow regime classes characterising northern Australian rivers, from perennial to seasonally intermittent to extremely intermittent, and how these regimes give rise to marked differences in the ecological character of these tropical rivers, particularly their floodplains.4. We describe the key features of these flow regimes, namely the wet and dry seasons and the transitions between these seasons, and how they regulate the biophysical heterogeneity, primary productivity and movement of biota in Australia's wet-dry tropical rivers.5. We develop a conceptual model that predicts the likely hydrological and ecological consequences of future increases in water abstraction (e. g. for agriculture), and suggest how such impacts can be managed so that the distinctive ecological character of these rivers is maintained.",,,,,,,,,93,0,0,0,71,1,93,,,0046-5070,1365-2427,,BIOSIS:PREV201100712405,,
J,"Descy, Jean-Pierre; Darchambeau, Francois; Lambert, Thibault; Stoyneva-Gaertner, Maya P.; Bouillon, Steven; Borges, Alberto V.",,,,"Stoyneva-Gartner, Maya P/F-4549-2018; Bouillon, Steven/C-5177-2011; Darchambeau, Francois/AAX-1206-2021; Lambert, Thibault/M-7192-2017; Stoyneva-Gartner, Maya/AAW-4761-2020; Borges, Alberto Vieira/C-4989-2008","Bouillon, Steven/0000-0001-7669-2929; Lambert, Thibault/0000-0002-7666-5370; Stoyneva-Gartner, Maya/0000-0003-2439-3737; Borges, Alberto Vieira/0000-0002-5434-2247",,,Phytoplankton dynamics in the Congo River,,,,,,,,Freshwater Biology,,,,62,1,,,87,101,,10.1111/fwb.12851,,,,JAN 2017,2017,"1. We report a dataset of phytoplankton in the Congo River, acquired along a 1700-km stretch in the mainstem during high water (HW, December 2013) and falling water (FW, June 2014). Samples for phytoplankton analysis were collected in the main river, in tributaries and one lake, and various relevant environmental variables were measured. Phytoplankton biomass and composition were determined by high-performance liquid chromatography analysis of chlorophyll a (Chl a) and marker pigments and by microscopy. Primary production measurements were made using the C-13 incubation technique. In addition, data are also reported from a 19-month regular sampling (bi-monthly) at a fixed station in the mainstem of the upper Congo (at the city of Kisangani).2. Chl a concentrations differed between the two periods studied: in the mainstem, they varied between 0.07 and 1.77 mu g L-1 in HW conditions and between 1.13 and 7.68 mu g L-1 in FW conditions. The relative contribution to phytoplankton biomass from tributaries (mostly black waters) and from a few permanent lakes was low, and the main confluences resulted in phytoplankton dilution. Based on marker pigment concentration, green algae (both chlorophytes and streptophytes) dominated in the mainstem in HW, whereas diatoms dominated in FW; cryptophytes and cyanobacteria were more abundant but still relatively low in the FW period, both in the tributaries and in the main channel.3. Daily integrated production measured in the mainstem (n = 15) varied between 64.3 and 434.1 mg C m(-2) day(-1) in FW conditions and between 51.5 and 247.6 mg C m(-2) day(-1) in HW. Phytoplankton biomass in the Congo River mainstem was likely constrained by hydrological factors (accumulation due to increased retention time during FW, dilution by increased discharge during HW), even though increased nutrient availability in the FW period might have also stimulated phytoplankton production.4. In contrast to other tropical river systems where connectivity with the floodplain and the presence of natural lakes and man-made reservoirs play a prominent role in the recruitment of phytoplankton to the main river, our results show that phytoplankton growth in the Congo River can take place in the main channel, with hydrological processes allowing maintenance of phytoplankton biomass even during HW.",,,,,,,,,30,1,0,0,25,0,33,,,0046-5070,1365-2427,,BIOSIS:PREV201700164454,,
J,"Staehr, Peter A.; Asmala, Eero; Carstensen, Jacob; Krause-Jensen, Dorte; Reader, Heather",,,,"Staehr, Peter/S-6110-2018; Carstensen, Jacob/I-7460-2013; Asmala, Eero/U-2107-2019; Krause-Jensen, Dorte/J-5666-2013; Carstensen, Jacob/ABD-5057-2021","Staehr, Peter/0000-0002-1580-4875; Carstensen, Jacob/0000-0003-0016-6118; Krause-Jensen, Dorte/0000-0001-9792-256X; Carstensen, Jacob/0000-0003-0016-6118; Asmala, Eero/0000-0002-9150-1227",,,Ecosystem metabolism of benthic and pelagic zones of a shallow productive estuary: spatio-temporal variability,,,,,,,,Marine Ecology Progress Series,,,,601,,,,15,32,,10.3354/meps12697,,,,AUG 9 2018,2018,"Long-term deterioration of water quality is known to reduce the importance of benthic ecosystem metabolism in shallow coastal ecosystems, but drivers of spatial and short-term variability in ecosystem metabolism are poorly understood. We addressed this knowledge gap through detailed seasonal measurements of ecosystem metabolism across depth gradients from shallow (2 to 3 m) eelgrass-dominated to deeper (4 to 5 m) muddy regions of a shallow, productive estuary. Combined measurements of gross primary production (GPP), respiration (R) and, by difference, net ecosystem production (NEP) by the open-water diel oxygen technique and in situ chamber incubations showed high importance of shallow eelgrass habitats for metabolism at the system scale. Seasonal variations in GPP, R and NEP increased with light availability and temp erature with highest NEP in all habitats during the warm and sunny mid-summer. The shallow eelgrass-dominated and neighboring habitats were seasonally net autotrophic (NEP = 0.54 and 0.31 mg O-2 m(-2) d(-1), respectively), compared to net heterotrophy (NEP = -0.26 mg O-2 m(-2) d(-1)) at the deeper muddy site. Detailed studies along depth gradients further confirmed the role of eelgrass as a key driver of spatial differences in ecosystem metabolism across the estuary. Strong northerly winds (> 8 m s(-1)) caused short-term (< 24 h) periods of similar oxygen dynamics and similar apparent productivity in shallow and deeper waters, indicative of efficient lateral mixing, while calm periods (< 4 m s(-1)) enabled formation of 'pockets', i.e. water masses with limited connectivity, which exacerbated the metabolic differences between shallow and deep sites.",,,,,,,,,6,0,0,0,5,0,6,,,0171-8630,1616-1599,,BIOSIS:PREV201800744134,,
J,"Kobayashi, Tsuyoshi; Ryder, Darren S.; Ralph, Timothy J.; Mazumder, Debashish; Saintilan, Neil; Iles, Jordan; Knowles, Lisa; Thomas, Rachael; Hunter, Simon",,,,"Kobayashi, Tsuyoshi/B-6282-2012; Iles, Jordan/D-4727-2013; Ralph, Timothy J./N-1520-2019; Ralph, Timothy/A-9853-2012","Kobayashi, Tsuyoshi/0000-0002-3641-4120; Iles, Jordan/0000-0002-5268-5385; Ralph, Timothy J./0000-0002-4956-606X; Ralph, Timothy/0000-0002-4956-606X; Saintilan, Neil/0000-0001-9226-2005; Ryder, Darren/0000-0002-3440-9029; Hunter, Simon/0000-0002-2079-0551",,,LONGITUDINAL SPATIAL VARIATION IN ECOLOGICAL CONDITIONS IN AN IN-CHANNEL FLOODPLAIN RIVER SYSTEM DURING FLOW PULSES,,,,,,,,River Research and Applications,,,,27,4,,,461,472,,10.1002/rra.1381,,,,MAY 2011,2011,"A field survey was conducted during flow pulses to investigate the longitudinal spatial patterns in water quality, dissolved inorganic and organic matter, phytoplankton, planktonic bacteria, zooplankton, gross primary productivity (GPP) of phytoplankton and planktonic respiration (PR) in channels of the large floodplain system (similar to 124 km in length) of the Macquarie Marshes, south-eastern Australia. Four river reaches (areas) with distinct hydrogeomorphological characteristics within the distributary zone of the lower Macquarie River were chosen for analysis of abiotic and biotic variables in their in-stream environments. The results showed marked longitudinal spatial variation in the values within and among the measured environmental variables including such functional aspects as primary productivity and PR. The variables that tended to have increasing values in a downstream direction were conductivity, total nitrogen (TN), total phosphorus (TP), dissolved reactive phosphorus (DRP), dissolved silica, dissolved organic carbon (DOC), dissolved organic nitrogen (DON), dissolved organic phosphorus (DOP), ratio of DOC/DON and counts of planktonic bacteria. Conversely, the values that tended to decrease downstream were the ratios of TN/TP, DIN/DRP, DOC/DOP, DON/DOP and GPP/PR. Variables that had a localized peak(s) were dissolved oxygen, turbidity, dissolved inorganic nitrogen, GPP, PR and counts of cyanobacteria, diatoms, green algae, cryptomonads, protozoans, rotifers, copepods and cladocerans. Overall, two distinct ecological zones were identified within the broader distributary functional process zone (FPZ): these being the upstream zone with relatively high levels of DO, turbidity, diatoms and GPP/PR ratio, and the downstream zone with relatively high levels of nutrients, dissolved organic matter, cyanobacteria, planktonic bacteria, protozoans and cladocerans. The results of this study describe the spatial connectivity of ecological processes related to hydrogeomorphological factors within a FPZ of a riverine ecosystem, and support the predictions of the riverine ecosystem synthesis framework that ecological patterns and processes can be discontinuous on a longitudinal spatial scale. Copyright (C) 2010 John Wiley & Sons, Ltd.",,,,,,,,,11,0,0,0,10,0,12,,,1535-1459,1535-1467,,BIOSIS:PREV201100350583,,
J,"Rypel, Andrew L.; Bayne, David R.",,,,,,,,Hydrologic habitat preferences of select southeastern USA fishes resilient to river ecosystem fragmentation,,,,,,,,Ecohydrology,,,,2,4,,,419,427,,10.1002/eco.66,,,,DEC 2009,2009,"Large-scale habitat preferences of riverine taxa are not always revealed by examining community data. Here, we show how lipid and growth can be used to evaluate hydrologic habitat preferences of fishes resilient to river fragmentation (i.e. species that can tolerate river fragmentation by dams, but not collapse). Lipid content was examined for seven fishes in a major southeastern USA reservoir and its largest lotic tributary over the 5 years. Controlling for effects of sex, size and year of collection, largemouth bass, spotted bass and black crappie had significantly higher lipid in lentic habitat. Conversely, channel catfish and freshwater drum had significantly higher lipid in lotic habitat. There were no significant differences in lipid of bluegill and blacktail shiner between hydrologic habitat types. Fish growth produced concordant results as largemouth bass and spotted bass had significantly faster growth in lentic habitat, whereas channel catfish and freshwater drum had significantly faster growth in lotic habitat. We were also able to document a synchronous spike in lipids of these species in both habitat types during a major drought. We surmise that the spike was driven by enhanced primary production, predator-prey concentration and possibly also reduced reproduction during intense drought. Two conclusions are drawn from this study as a whole. First, long-term lipid and growth observations hold promise for evaluating ecological effects of droughts over long time spans. Second, population characteristics are excellent indicators of habitat preferences and could be used more broadly to elucidate how organisms react to river ecosystem fragmentation and restoration initiatives. Copyright (c) 2009 John Wiley & Soils, Ltd.",,,,,,,,,18,1,0,0,17,0,18,,,1936-0584,1936-0592,,BIOSIS:PREV201000079031,,
J,"Green, David P. J.; Trexler, Joel C.; Lorenz, Jerome J.; McIvor, Carole C.; Philippi, Tom",,,,"Trexler, Joel C/I-5265-2012","Green, David/0000-0002-7059-0515",,,Spatial patterns of fish communities along two estuarine gradients in southern Florida,,,,,,,,Hydrobiologia,,,,569,,,,387,399,,10.1007/s10750-006-0144-x,,,,OCT 2006,2006,"In tropical and subtropical estuaries, gradients of primary productivity and salinity are generally invoked to explain patterns in community structure and standing crops of fishes. We documented spatial and temporal patterns in fish community structure and standing crops along salinity and nutrient gradients in two subtropical drainages of Everglades National Park, USA. The Shark River drains into the Gulf of Mexico and experiences diurnal tides carrying relatively nutrient enriched waters, while Taylor River is more hydrologically isolated by the oligolialine Florida Bay and experiences no discernable lunar tides. We hypothesized that the more nutrient enriched system would support higher standing crops of fishes in its mangrove zone. We collected 50 species of fish from January 2000 to April 2004 at six sampling sites spanning fresh to brackish salinities in both the Shark and Taylor River drainages. Contrary to expectations, we observed lower standing crops and density of fishes in the more nutrient rich tidal mangrove forest of the Shark River than in the less nutrient rich mangrove habitats bordering the Taylor River. Tidal mangrove habitats in the Shark River were dominated by salt-tolerant fish and displayed lower species richness than mangrove communities in the Taylor River, which included more freshwater taxa and yielded relatively higher richness. These differences were maintained even after controlling for salinity at the time of sampling. Small-scale topographic relief differs between these two systems, possibly created by tidal action in the Shark River. We propose that this difference in topography limits movement of fishes from upstream marshes into the fringing mangrove forest in the Shark River system, but not the Taylor River system. Understanding the influence of habitat structure, including connectivity, on aquatic communities is important to anticipate effects of construction and operational alternatives associated with restoration of the Everglades ecosystem.",,,,,,,,,14,0,0,0,12,0,14,,,0018-8158,,,BIOSIS:PREV200600558413,,
