Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,Zhu Guangwei; Xu Hai; Zhu Mengyuan; Zou Wei; Guo Chaoxuan; Ji Pengfei; Da Wenye; Zhou Yongqiang; Zhang Yunlin; Qin Boqiang,,,,,,,,Changing characteristics and driving factors of trophic state of lakes in the middle and lower reaches of Yangtze River in the past 30 years,,,,,,,,Hupo Kexue,,,,31,6,,,1510,1524,,10.18307/2019.0622,,,,2019,2019,"To understand the current eutrophication status, main drivers of eutrophication and restoration strategy of Yangtze-connected or Yangtze-isolated lakes (historically connected to the Yangtze River but isolated by artificial dikes currently), the trophic parameters and main water quality variables were surveyed seasonally in 27 large lakes and reservoirs of this region during 2017 to 2018. In addition, the temporal eutrophication dynamics and associated driving mechanisms of these lakes over the past 30 years were analyzed based on the historical data of these lakes (investigated during 1988 to 1992 and 2008). Our results showed that most of the lakes in the middle and lower reaches of Yangtze River were eutrophic now, and significantly worse than the status of 1988 to 1992, mainly contributed by chlorophyll-a of phytoplankton and total phosphorus. Human activities, including changes of water retention time (primarily depend on the lake-Yangtze connection condition), fishery activities, catchment pollution condition, and lake restoration are decisive factors in shaping the eutrophication status of these lakes. Comparing with the historical records, phytoplankton chlorophyll-a and associated organic matter concentrations are increased drastically, while nutrients (e.g., total phosphorus and nitrogen) experienced relatively small increase, yet. Therefore, it is suggested that the non-nutrients factors were the major causes which strengthen the eutrophication risk. From the perspective of restoration strategies of lakes in the middle and lower reaches of Yangtze River, it is crucial that rebuild the hydrological connectivity, restore natural water level fluctuation, optimize the fishery management and enhance the catchment nutrient abatement ability and applying the in-lake restoration engineering.",,,,,,,,,6,24,0,0,15,0,32,,,1003-5427,1003-5427,,BIOSIS:PREV202000014603,,
J,"Zhang, Yali; Huo, Shouliang; Ma, Chunzi; Xi, Beidou; Li, Xiang; Liu, Hongliang",,,,"Huo, Shouliang/D-1364-2013",,,,"Using Stressor-Response Models to Derive Numeric Nutrient Criteria for Lakes in the Eastern Plain Ecoregion, China",,,,,,,,CLEAN-Soil Air Water,,,,42,11,,,1509,1517,,10.1002/clen.201300708,,,,NOV 2014,2014,"Lakes in the Eastern Plain ecoregion of China are typically shallow, experience large disturbances, and are hydrologically connected to rivers. In recent years, lake eutrophication in this ecoregion has intensified due to human activities. To determine important regional nutrient criteria, the effects of hydrologic features and disturbances should be taken into account. In this paper, annual average data were used to construct stressor-response models for each hydrological lake type identified for lakes in the Eastern Plain ecoregion. In these models, total nitrogen (TN) and total phosphorus (TP) criteria were obtained from a chlorophyll a (Chl-a, response variable) threshold value. A Chl-a concentration of 4.73gL(-1) was identified as this threshold value, which was based on the cyanotoxin limits associated with drinking water supply. The three lake types, which differed in hydrological structure, had significantly different TN and TP criteria. For example, lakes connected to the Yangtze River (T-1) had a TN criterion ranging from 0.594 to 0.838mgL(-1), which was substantially higher than those for lakes that were never connected to the river (T-3, 0.234-0.422mgL(-1)). The exception to this trend occurred for lakes that were historically but not currently connected to the river (T-2) due to P-limitation in this lake type. However, there was little variability in the TP criterion among T-1, T-2, and T-3 lakes, the values of which ranged from 0.021 to 0.037, 0.023 to 0.042, and 0.028 to 0.041mgL(-1), respectively.",,,,,,,,,11,6,0,0,9,0,16,,,1863-0650,1863-0669,,BIOSIS:PREV201500033353,,
J,"Miller, Carrie J.; Davis, Stephen E., III; Roelke, Daniel L.; Li, Hsiu-Ping; Driffill, Matthew J.",,,,"Roelke, Daniel L/B-5766-2008","Roelke, Daniel L/0000-0002-3166-3793",,,"FACTORS INFLUENCING ALGAL BIOMASS IN INTERMITTENTLY CONNECTED, SUBTROPICAL COASTAL PONDS",,,,,,,,Wetlands,,,,29,2,,,759,771,,10.1672/08-69.1,,,,JUN 2009,2009,"Microalgae may contribute more to salt marsh productivity than realized, underscoring the importance of understanding algal dynamics in such systems. Benthic and planktonic chlorophyll-a (surrogate for total algal biomass), sediment ash-free dry weight, total suspended solids, salinity, and nutrients were examined in intermittently connected marsh ponds in the subtropical Guadalupe Estuary, Texas, USA to determine the effects of hydrologic connections on algal biomass in this system. From May 2005 to May 2006, several high water events resulting in surface water connections between ponds and nearby tidal creeks occurred, followed by disconnection and, at times, pond desiccation. During periods of disconnection, algal biomass was higher in both the benthos and the water column than during connection events when flushing occurred. Since connection events did not increase NO., the primary source of dissolved inorganic nitrogen seemed to be nutrient. cycling within the ponds. Data at the aggregated level, i.e., chlorophyll-a, indicated this system followed the flood pulse concept. During high water events, algal biomass may be exported to supplement the tidal creek food web (aquatic), whereas during low water events accumulated biomass within the ponds feed the marsh food web (terrestrial), which includes blue crabs (Callinectes sapidus) and the whooping crane (Grus americana).",,,,,,,,,11,0,0,0,7,0,11,,,0277-5212,1943-6246,,BIOSIS:PREV200900547524,,
J,"Montoya, Jose V.; Roelke, Daniel L.; Winemiller, Kirk O.; Cotner, James",,,,,,,,Hydrological seasonality and spatio-temporal dynamics of physico-chemical variables of a tropical floodplain river.,,,,,,,,Ecological Society of America Annual Meeting Abstracts,,,,89,,,,356,356,,,,,,2004,2004,,,,,,89th Annual Meeting of the Ecological Society of America - Lessons of Lewis and Clark: Ecological Exploration of Inhabited Landscapes89th Annual Meeting of the Ecological Society of America - Lessons of Lewis and Clark: Ecological Exploration of Inhabited Landscapes,"August 01-06, 2004August 01-06, 2004",The Ecological Society of AmericaThe Ecological Society of America,"Portland, OR, USAPortland, OR, USA",0,0,0,,0,0,0,,,,,,BIOSIS:PREV200500123844,,
J,"Cruz-Ramirez, Allan K.; Angel Salcedo, Miguel; Sanchez, Alberto J.; de Dios Mendoza, Juan; Barba, Everardo; Alvarez-Pliego, Nicolas; Florido, Rosa",,,,"BARBA, EVERARDO/AAS-3212-2021",,,,Intra-annual variation of chlorophyll-a and nutrients in a hydraulically perturbed river-floodplain system in the Grijalva River basin,,,,,,,,Hidrobiologica,,,,29,3,,,163,170,,,,,,SEP-DEC 2019,2019,"Background: The lateral connectivity in the Maluco river-floodplain system was partially reduced by the highway built on a natural barrier. Goal: To determine if the concentrations of chlorophyll-a (Chl-a) and nutrients contrast in different water levels (WL) during a hydrologic year in the Maluco river-floodplain system. Methods: The WL, Chl-a, and nutrients (NO2-, NO3-, NH(4)(+)and TP) were simultaneously measured six times in two sites during two years. The expected differences of Chl-a and nutrients concentrations, related to the intra-annual fluctuation of the WL, were tested through multivariate techniques. The hypothesis holds that there will be no intra-annual differences of Chl-a and nutrients due to the reduction of lateral interconnection by the physical effect of the embankment. Results: No variable was discarded during PCA. The intra-annual distribution of samples was similar according to the similarity profile routine. Furthermore: 1) more than 54% of the Chl-a and TP values indicated hypereutrophic conditions throughout the year, and 2) none of the values of WL surpassed the height of the bankfull (4.5 mast). The maximum concentrations of Chl-a were registered at the minimum WL values. Conclusions: The intra-annual similarity of Chl-a and inorganic nutrients can be linked to the disconnection between the floodplain and the Grijalva river since the bankfull was not overflowed throughout the sampling time. The intra-annual trend independent at the time of persistence of the high Chl-a and TP concentrations ill the river-floodplain system opens up the opportunity to estimate the minimum input flow required to biogeochemical processes in a long-term study.",,,,,,,,,0,0,0,0,0,0,0,,,0188-8897,,,BIOSIS:PREV202100568878,,
J,"Wang, Shuoyue; Gao, Yang; Jia, Junjie; Kun, Sun; Lyu, Sidan; Li, Zhaoxi; Lu, Yao; Wen, Xuefa",,,,,,,,"Water level as the key controlling regulator associated with nutrient and gross primary productivity changes in a large floodplain-lake system (Lake Poyang), China",,,,,,,,Journal of Hydrology (Amsterdam),,,,599,,,,126414,Article No.: 126414,,10.1016/j.jhydrol.2021.126414,,,,AUG 2021,2021,"A floodplain lake system can be described as a water conveyance-type lake system that is subject to high water-level fluctuations (WLFs). This study investigated the effects of WLF on the nutrient status and the gross primary productivity (GPP) of phytoplankton in Lake Poyang, a large floodplain-lake system in China. This study hypothesized that WLF is the key controlling regulator of the lake's nutrient status, phytoplankton growth and GPP, driven by its influence on the lake's hydrological connectivity in combination with water-flow velocity as well as other environmental parameters. The results showed that the intra-annual water levels in this lake varied from 7.61 m to 20.82 m while inter-annual water levels significantly decreased throughout 1989-2018 (P < 0.05). Except for pH, most environmental variables and nutrients differed significantly each season. Mean GPP and chlorophyll a (Chl a) concentration during the water rising period was clearly higher compared to the dry season, wet season and falling period. Moreover, nutrient concentration was the main determining factor of phytoplankton growth and GPP during different periods, while water temperature (WT) also played a key role in influencing phytoplankton biomass and GPP during the water rising period. There was also a direct correlation between WLF and GPP during the water rising period, and WLF significantly affected nutrient concentration, subsequently impacting GPP. This study can benefit our overall knowledge of hydrological and ecological dynamics in floodplain-lake systems, while providing an important reference for policymakers in the management of dams and water quality in floodplain-lake systems globally.",,,,,,,,,1,0,0,0,1,0,1,,,0022-1694,1879-2707,,BIOSIS:PREV202100754986,,
J,"Abreu, Paulo Cesar; Marangoni, Juliano; Odebrecht, Clarisse",,,,"Odebrecht, Clarisse/J-6855-2012; Abreu, Paulo Cesar/A-5145-2013","Odebrecht, Clarisse/0000-0001-7159-4713; Abreu, Paulo Cesar/0000-0002-7657-1112",,,"So close, so far: differences in long-term chlorophyll a variability in three nearby estuarine-coastal stations",,,,,,,,Marine Biology Research,,,,13,1,,,9,21,,10.1080/17451000.2016.1189081,,,,2017,2017,"Three sampling stations located in the inner Patos Lagoon estuary, the lagoon's mouth and the adjacent coastal beach were visited monthly from the end of 1992 until 2014. The stations are in close proximity, but are distributed along saline and hydrological gradients and had never previously been analysed together. Our main questions were: (1) Are the monthly, seasonal and interannual variations in chlorophyll a (Chl a) similar for the three stations? (2) Is there any type of connectivity among the sites? (3) What forces are responsible for controlling phytoplankton variability at these stations? The three stations showed distinct Chl a variability patterns, with higher concentration and variability at the beach station, where the seasonal variation presented higher values between May and October, seemingly out of phase with the estuarine station, where higher values occurred between September and January. The lagoon's mouth station acted as a transit region and incorporated the variability of the estuarine and coastal regions, and all three stations showed a lasting long-term influence from the remote and large-scale phenomenon El Nino Southern Oscillation, El Nino and La Nina periods being characterized by an increase in rainfall and drought conditions, respectively, in the region. The three stations showed no clear connectivity since the cross correlation analysis did not indicate subsequent (more than one month) influence of any station on the others with regard to Chl a. However, a large transfer of the surf-zone diatom, Asterionellopsis guyunusae, from the coast towards the estuary was observed in an apparent inverted outwelling' process. Chl a variability did not show a straight relationship with most of the measured abiotic variables, indicating that other forces such as residence time may be of greater importance.",,,,,,,,,7,0,0,0,4,1,7,,,1745-1000,1745-1019,,BIOSIS:PREV201700384018,,
J,"Carneiro Pereira, Luci Cajueiro; Rodrigues da Costa, Adila Kelly; da Costa, Rauquirio Marinho; Magalhaes, Andre; Flores-Montes, Manuel de Jesus; Jimenez, Jose A.",,,,"Montes, Manuel J Flores/C-1758-2013; Pereira, Luci CC/A-2837-2015; Jimenez, Jose A./I-7827-2014; da Costa, Rauquirio M./L-3721-2013; Jimenez, Jose A./N-3267-2019","Montes, Manuel J Flores/0000-0002-8276-1780; Pereira, Luci CC/0000-0002-3494-3248; Jimenez, Jose A./0000-0003-0900-4684; Jimenez, Jose A./0000-0003-0900-4684",,,Influence of a Drought Event on Hydrological Characteristics of a Small Estuary on the Amazon Mangrove Coast,,,,,,,,Estuaries and Coasts,,,,41,3,,,676,689,,10.1007/s12237-017-0310-6,,,,MAY 2018,2018,"The effects of atypical climatic conditions, such as those of a drought event, are remarkably accentuated in minor estuaries filled with sediments and with reduced or sporadic freshwater input, where the salinity intrusion is pronounced. To understand these effects, hydrological and hydrodynamic parameters were evaluated during a drought period in a small estuary located on the eastern Amazon coast in northern Brazil. Five campaigns were conducted between June 2012 and June 2013. Samples were collected from the surface and bottom layer every 3 h over a 25-h period at three stations of the Tapera double dagger u Estuary. To compare drought and post-drought periods, in terms of salinity and chlorophyll-a, data was recorded until June 2015. Tapera double dagger u is a relatively shallow estuary of the Amazon coastal zone, which is characterized by the absence of any direct fluvial discharge, although it does receive freshwater input from adjacent wetlands, as well as less saline waters from the Caet, Estuary through the Taici Creek. Hydrological variables were controlled by rainfall levels and the tidal range, and the water became more saline and more oxygenated, with reduced dissolved nutrient and chlorophyll-a concentrations when precipitation decreased. A significant variation was found between the months of June 2012 (most intense drought) and 2013 (less intense drought). The connection to the neighboring Caet, Estuary and adjacent mangroves and wetlands contributed to the influx of nutrient-enriched waters. Overall, then, it is hoped that the results of this study can contribute to the understanding of the effects of drought events in other minor estuaries on the highly indented Amazon coast, as well as in other areas of the equatorial zone with similar environmental characteristics.",,,,,,,,,4,0,0,0,4,0,4,,,1559-2723,1559-2731,,BIOSIS:PREV201800387074,,
J,"Guo, Chuanbo; Chen, Yushun; Gozlan, Rodolphe E.; Liu, Han; Lu, Ying; Qu, Xiao; Xia, Wentong; Xiong, Fangyuan; Xie, Songguang; Wang, Lizhu",,,,"Wang, Lizhu/AAG-7481-2021","Guo, Chuanbo/0000-0002-9807-3915",,,Patterns of fish communities and water quality in impounded lakes of China's south-to-north water diversion project,,,,,,,,Science of the Total Environment,,,,713,,,,136515,Article No.: 136515,,10.1016/j.scitotenv.2020.136515,,,,APR 15 2020,2020,"Understanding the ecological impacts of large-scale hydraulic projects is critical for maintaining ecosystem health while meeting human water needs. It is, however, currently hindered by a lack of direct evidence on ecological impacts associated with this type of project particularly on water quality and fish communities. Here, we characterized patterns and variations of fish communities and water quality in five impounded lakes of the Chinese South-to-North Water Diversion Project (SNWDP), with the aim of better understanding potential ecological impacts of inter-basin water transfers. We found that 1) the impacts of water transfer on water quality in the impounded lakes was generally characterized by hydrological parameters (e.g. total suspended solids, turbidity, transparency, chlorophyll a, dissolved oxygen, conductivity and total hardness) in an upstream-downstream direction; 2) increased hydrological connectivity may have favored biological invasion (e.g. Tridentiger bifasciatus) and promoted a potential biotic homogenization among the impounded lakes: and 3) there was a pattern of decreased fish abundance and biomass from the upstream to downstream lakes with fish communities strongly driven by changing water quality patterns across the impounded lakes. These findings improve our understanding of ecological impacts of large-scale hydraulic projects and provide a significant basis for water agencies with similar water transfer systems to optimize their water transfer management in order to minimize ecological impacts. (C) 2020 Elsevier B.V. All rights reserved.",,,,,,,,,8,1,0,0,5,0,8,,,0048-9697,1879-1026,,BIOSIS:PREV202000372154,31951840,
J,"Sabater-Liesa, Laia; Ginebreda, Antoni; Barcelo, Damia",,,,"BARCELO, DAMIA/O-4558-2016","BARCELO, DAMIA/0000-0002-8873-0491",,,Shifts of environmental and phytoplankton variables in a regulated river: A spatial-driven analysis,,,,,,,,Science of the Total Environment,,,,642,,,,968,978,,10.1016/j.scitotenv.2018.06.096,,,,NOV 15 2018,2018,"The longitudinal structure of the environmental and phytoplankton variables was investigated in the Ebro River (NE Spain), which is heavily affected by water abstraction and regulation. A first exploration indicated that the phytoplankton community did not resist the impact of reservoirs and barely recovered downstream of them. The spatial analysis showed that the responses of the phytoplankton and environmental variables were not uniform. The two set of variables revealed spatial variability discontinuities and river fragmentation upstream and downstream from the reservoirs. Reservoirs caused the replacement of spatially heterogeneous habitats by homogeneous spatially distributed water bodies, these new environmental conditions downstream benefiting the opportunist and cosmopolitan algal taxa. The application of a spatial auto-regression model to algal biomass (chlorophyll-a) permitted to capture the relevance and contribution of extra-local influences in the river ecosystem. (C) 2018 The Authors. Published by Elsevier B.V.",,,,,,,,,9,1,0,0,5,0,9,,,0048-9697,1879-1026,,BIOSIS:PREV201800705515,29929148,
J,"Castillo, Maria M.",,,,,,,,"Suspended sediment, nutrients, and chlorophyll in tropical floodplain lakes with different patterns of hydrological connectivity",,,,,,,,Limnologica,,,,82,,,,125767,Article No.: 125767,,10.1016/j.limno.2020.125767,,,,MAY 2020,2020,"The ecological functioning of floodplain lakes is largely influenced by the interaction with the river mainstem. In this study, seasonal variation in water chemistry and the relationship with the river conditions were compared between floodplain lakes that differ in the level of connection to the Usumacinta River, the largest river of Mesoamerica. Samples for suspended solids, nutrients, and chlorophyll a were collected through the year in lakes permanently connected to the river and in lakes that only received water from the Usumacinta for a short period during peak flow. Floodplain lakes showed higher total suspended solids than the river during the dry season while during the rainy season greater differences were observed between the river and the lakes, probably explained by higher concentrations in the river and greater sedimentation in the lakes. Greater organic matter content in the suspended solids was observed in the floodplain lakes, particularly in the more isolated lakes, likely related to high algal biomass. Nitrate concentrations were always higher in the river than in the lakes and lower nitrate concentrations occurred at the isolated lakes, suggesting that processes that remove nitrate occur through the year and are a common feature of floodplain lakes. Phosphorus in the connected lakes was higher than in the river only during the dry season, while in the isolated lakes concentrations were always greater than in the river. Chlorophyll a concentrations were higher in the connected lakes than in the river only during the dry season, while the more isolated lakes exhibited higher values through the year, showing signs of eutrophication. Suspended organic matter, nitrate, and chlorophyll showed larger differences between lake and river sites in the more isolated lakes, probably related to greater water residence time and its influence on primary production. Less connected lakes are more vulnerable to flow alteration because the brief period of connection to the river can be compromised and the effects of eutrophication exacerbated.",,,,,,,,,6,0,0,0,4,0,6,,,0075-9511,1873-5851,,BIOSIS:PREV202000571103,,
B,"Persic, Vesna; Cerba, Dubravka; Bogut, Irella; Horvatic, Janja",,,,"Cerba, Dubravka/AAL-3035-2020; Persic, Vesna/AAK-6674-2021; Persic, Vesna/AAB-3941-2020","Persic, Vesna/0000-0002-5417-7499; ","Ansari, AA; Gill, SS; Lanza, GR; Rast, W",,"Trophic State and Water Quality in the Danube Floodplain Lake (Kopacki Rit Nature Park, Croatia) in Relation to Hydrological Connectivity",,,,,,,,"Eutrophication: Causes, Consequences and Control",,,,,,,,109,129,,10.1007/978-90-481-9625-8_5,,,,2011,2011,"The investigated floodplain lake is located in the marginal part of the Kopacki Rit Nature Park, Croatia, a floodplain area of the Danube. In this chapter, we have assessed the influence of hydrological connectivity with the main channel on the trophic state and water quality in the Lake Sakadas. The evaluation of trophic state combines a number of physical, chemical and biological parameters with the objective to select the relevant indicators for the floodplain lakes. The following environmental parameters have been considered: water temperature, nutrients, dissolved oxygen, water transparency, chlorophyll-a concentration, phytoplankton primary productivity, benthic and periphytic communities and laboratory experiments (nutrient enrichment bioassay). An integrative approach, which includes in situ research and laboratory experiments, indicated strong correlations of abiotic and biotic components with a hydrological regime. Also, during the biological monitoring, occurrence and spread of invasive species was noted as an indication of ecosystem disturbance (hydrological and/or anthropogenic). Therefore, our results contribute to the perception of importance of the hydrological connectivity (by inundation) on the eutrophication process in the investigated floodplain lake.",,,,,,,,,1,0,0,0,1,0,1,,,,,978-90-481-9624-1(H),BIOSIS:PREV201100325239,,
J,"Kiss, Anita; Agoston-Szabo, Edit; Dinka, Maria; Schoell, Karoly; Berczik, Arpad",,,,,,,,"Microcrustacean (Cladocera, Copepoda, Ostracoda) Diversity in Three Side Arms in the Gemenc Floodplain (Danube River, Hungary) in Different Hydrological Situations",,,,,,,,Acta Zoologica Bulgarica,,,,,Suppl. 7,,,135,141,,,,,,JUN 2014,2014,"The microcrustacean assemblages, from different functional units of the Gemenc Floodplain (Danube River), were studied in various hydrological situations between 2002 and 2009. Sixty-three microcrustacean taxa were recorded from which 38 belonged to Cladocera, 18 to Copepoda and seven to Ostracoda. Among them there were some rare for the Middle Danube Region species, such as Dunhevedia crassa King, 1853, Holopedium gibberum Zaddach, 1855, Monospilus dispar (Sars, 1862). Significant differences were found between the different functional units of the floodplain focusing on the examined parameters of the microcrustacean assemblages. The most important factors influencing the species richness, as well as the density and diversity patterns of the assemblages, were the occurrence of flow, the connectivity with the main arm and the hydrological distance from the main arm. Most of these environmental factors are determined by the water level fluctuations of the Danube River which showed a negative correlation with all the examined parameters of the zooplankton assemblages. The density of the communities in both side arms correlated positively with the chlorophyll-a concentration. Moreover, the microcrustacean abundance showed an inverse relationship with the temperature but not in all of the side arms.",,,,,,,,,6,0,0,0,6,0,6,,,0324-0770,,,BIOSIS:PREV201400560928,,
J,"Kirchhoff, Helmut; Borinski, Mauricio; Lenhert, Steven; Chi, Lifeng; Buechel, Claudia",,,,"Kirchhoff, Helmut/A-6177-2008; Chi, Lifeng/A-1419-2015; lenhert, steven/B-7689-2009; Kirchhoff, Helmut/AAN-6695-2020","Kirchhoff, Helmut/0000-0001-5874-3681; Buchel, Claudia/0000-0001-6640-7610",,,Transversal and lateral exciton energy transfer in grana thylakoids of spinach,,,,,,,,Biochemistry,,,,43,45,,,14508,14516,,10.1021/bi048473w,,,,"November 16, 2004",2004,"The excitation energy transfer between photosystem (PS) II complexes was studied in isolated grana disks and thylakoids using chlorophyll a fluorescence induction measurements in the presence of DCMU under stacked and destacked conditions. Destacking of grana was achieved using a sonication protocol in a buffer without MgCl2. The degree of stacking was controlled and quantified by atomic force microscopy and by the concomitant absorption changes. As expected from the literature, intact thylakoids showed a strong dependency of the connectivity of PSII centers, the Fm/Fo. ratio as well as the fraction of PSIIbeta centers on the MgCl2 concentration. In contrast, these parameters did not change in isolated grana disks. In particular, the connectivity remained constantly high irrespective of the degree of destacking. These differences were explained by the high protein density in grana disks, which hinders separation and mixing of proteins sufficiently to change energy transfer properties. Due to the occurrence of stroma lamella in intact thylakoids, intermixing of PSII and PSI is possible and allows for changes in Fm/Fo ratio as is the separation of LHCII from PSII, thus leading to an increase in the fraction of PSIIbeta. Even if mixing and separation of proteins are impaired in isolated grana disks, destacking should lead to a decrease in connectivity if transversal excitation energy transfer between two opposite membranes is significant. Because the connectivity is constant over all degrees of destacking employed, we conclude that the energy transfer in granas is mainly lateral.",,,,,,,,,47,3,0,0,39,0,51,,,0006-2960,,,BIOSIS:PREV200500072530,15533055,
J,"Rodrigues, Luzia Cleide; Train, Sueli; Roberto, Maria do Carmo; Pagioro, Thomaz Aurelio",,,,"Pagioro, Thomaz/D-5951-2013; Rodrigues, Luzia/AAB-2194-2021; Pagioro, Thomaz/AAE-4009-2020; Rodrigues, Luzia C/B-7856-2017; Libardoni, Bruno G/P-3873-2014","Rodrigues, Luzia/0000-0002-0593-0931; Rodrigues, Luzia C/0000-0002-0593-0931; ",,,"Seasonal fluctuation of some limnological variables on a floodplain lake (Patos lagoon) of the Upper Parana River, Mato Grosso do Sul State, Brazil.",,,,,,,,Brazilian Archives of Biology and Technology,,,,45,4,,,499,513,,10.1590/S1516-89132002000600014,,,,December 2002,2002,"Temporal variations of some limnological variables in limnetic and littoral regions of Patos lagoon, a varzea lake on the floodplain of the Upper Parana River (22degree 43'12S e 53degree 17'37W), were studied in relation to hydrological and climatological factors. Measurements of water temperature, euphotic zone, suspended material, electrical conductivity, total alkalinity, pH, dissolved oxygen, carbon dioxide, total nitrogen, total Kjeldahl nitrogen, total phosphorus, dissolved phosphorus, reactive soluble phosphorus and chlorophyll a were taken monthly between March 1993 and February 1994. Results lend evidence to the importance of the hydrological regime on the dynamic of limnological variables in floodplain lakes. A dilution of nutrients in the lagoon, especially phosphates, occurred during floods. This was followed by fertilization of the environment by nutrients from the inundated marginal regions. During low connectivity periods, autochthonous, events such as ressuspension of sediment, brought on by wind and rain, governed limnological events in the lagoon.",,,,,,,,,17,0,0,0,15,8,21,,,1516-8913,,,BIOSIS:PREV200300162521,,
J,"Marshall, Danielle A.; La Peyre, Megan K.; Palmer, Terence A.; Guillou, Gael; Sterba-Boatwright, Blair D.; Pollack, Jennifer Beseres; Lebreton, Benoit",,,,"; Lebreton, Benoit/N-6488-2014","Palmer, Terence/0000-0001-6602-9760; Beseres Pollack, Jennifer/0000-0002-2995-4006; Marshall, Danielle/0000-0003-4034-4353; Lebreton, Benoit/0000-0001-8802-2287; La Peyre, Megan/0000-0001-9936-2252",,,Freshwater inflow and responses from estuaries across a climatic gradient: An assessment of northwestern Gulf of Mexico estuaries based on stable isotopes,,,,,,,,Limnology and Oceanography,,,,66,9,,,,,,10.1002/lno.11899,,,,SEP 2021,2021,"Estuaries exist across a large climatic gradient in the northwestern Gulf of Mexico, capturing a range of hydrologic conditions and estuarine functioning. We examined freshwater inflow, salinity, and stable isotope compositions (delta C-13, delta N-15) of oysters, suspended particulate organic matter (SPOM), and surface sediment organic matter (SSOM) from five estuaries across the hydrologic gradient. All five estuaries experienced large decreases in freshwater inflow over the last 40 yr, with three estuaries being subject to freshwater inflow reductions of more than 85%. Generally, these freshwater inflow decreases were associated with estuarine salinity increases. Across the spatial gradient, average salinity generally increased from northeast to southwest estuaries. SPOM in the northeastern, lower salinity estuaries generally contained more continental organic matter and was of higher quality (i.e., lower C/chlorophyll a ratio), as compared to southwestern, higher salinity estuaries. Similarly, both SSOM and oyster delta C-13 values were positively correlated with salinity, further highlighting that food webs in lower salinity estuaries are more greatly influenced by continental organic matter than those in higher salinity estuaries. A decrease in the connectivity between continental and coastal habitats may have broad consequences for flows of organic matter, and estuarine function and health. Conducting studies across large-scale hydrologic gradients can provide a useful approach to informing and predicting shifts in estuarine functioning.",,,,,,,,,0,0,0,0,0,0,0,,,0024-3590,1939-5590,,BIOSIS:PREV202100871021,,
J,"Shen, Minghua; Liu, Xueqin",,,,,,,,Assessing the effects of lateral hydrological connectivity alteration on freshwater ecosystems: A meta-analysis,,,,,,,,Ecological Indicators,,,,125,,,,107572,Article No.: 107572,,10.1016/j.ecolind.2021.107572,,,,JUN 2021,2021,"The alteration of lateral hydrological connectivity (LHC) is among the major causes of decline in biodiversity and ecosystem functioning and services in river-floodplain ecosystems. Yet, the effects of LHC alteration on aquatic ecosystems have not been rigorously tested and synthesized. Here, we conducted a literature review and meta-analysis to provide a global synthesis of the effects of LHC alteration on aquatic ecosystems, and to test the effectiveness of indicators for bioassessment. In our review we found that the effects of LHC alteration were disproportionally documented in terms of geographic distribution and research subject. Most studies were conducted in Europe and America on the biodiversity and abundance of macroinvertebrates and fish. In our meta-analysis, we compared effect sizes between pairs of three LHC levels, i.e. disconnected, moderately connected, and highly connected. We found that only a limited number of water quality indicators (e.g. chlorophyll a, total phosphorus, conductivity, and dissolved oxygen) and biological community indicators (e.g. fish species richness, and zooplankton abundance) showed significant differences between LHC levels. The responses of these indicators to LHC alteration differed, and sometimes in opposing directions. We found out responsive indicators and their response trends, which could not only facilitate effective biomonitoring and bioassessment with regard to engineering and restoration of LHC, but also provide scientific underpinnings of the understanding of tradeoffs among the indicators. We identified knowledge gaps and provided recommendations on how to fill these gaps, which included investigating rarely documented regions, developing new indicators, and quantifying mechanistic links between LHC and ecosystem functioning and services.",,,,,,,,,0,0,0,0,0,0,0,,,1470-160X,1872-7034,,BIOSIS:PREV202100478531,,
