"title","abstract","authors","article_type","pub_year","volume","database_id","database_type","reviewer_name","marine_y_n","water_body_type","original_research_y_n","response_variable","connectivity_metric","inclusion","notes"
"suspended sediment, nutrients, and chlorophyll in tropical floodplain lakes with different patterns of hydrological connectivity","The ecological functioning of floodplain lakes is largely influenced by the interaction with the river mainstem. In this study, seasonal variation in water chemistry and the relationship with the river conditions were compared between floodplain lakes that differ in the level of connection to the Usumacinta River, the largest river of Mesoamerica. Samples for suspended solids, nutrients, and chlorophyll a were collected through the year in lakes permanently connected to the river and in lakes that only received water from the Usumacinta for a short period during peak flow. Floodplain lakes showed higher total suspended solids than the river during the dry season while during the rainy season greater differences were observed between the river and the lakes, probably explained by higher concentrations in the river and greater sedimentation in the lakes. Greater organic matter content in the suspended solids was observed in the floodplain lakes, particularly in the more isolated lakes, likely related to high algal biomass. Nitrate concentrations were always higher in the river than in the lakes and lower nitrate concentrations occurred at the isolated lakes, suggesting that processes that remove nitrate occur through the year and are a common feature of floodplain lakes. Phosphorus in the connected lakes was higher than in the river only during the dry season, while in the isolated lakes concentrations were always greater than in the river. Chlorophyll a concentrations were higher in the connected lakes than in the river only during the dry season, while the more isolated lakes exhibited higher values through the year, showing signs of eutrophication. Suspended organic matter, nitrate, and chlorophyll showed larger differences between lake and river sites in the more isolated lakes, probably related to greater water residence time and its influence on primary production. Less connected lakes are more vulnerable to flow alteration because the brief period of connection to the river can be compromised and the effects of eutrophication exacerbated.","Castillo, María M","Scholarly Journals","2020","82","2439434677","proquest","DC",NA,NA,NA,NA,NA,NA,NA
"patterns of fish communities and water quality in impounded lakes of china's south-to-north water diversion project","Understanding the ecological impacts of large-scale hydraulic projects is critical for maintaining ecosystem health while meeting human water needs. It is, however, currently hindered by a lack of direct evidence on ecological impacts associated with this type of project particularly on water quality and fish communities. Here, we characterized patterns and variations of fish communities and water quality in five impounded lakes of the Chinese South-to-North Water Diversion Project (SNWDP), with the aim of better understanding potential ecological impacts of inter-basin water transfers. We found that 1) the impacts of water transfer on water quality in the impounded lakes was generally characterized by hydrological parameters (e.g. total suspended solids, turbidity, transparency, chlorophyll a, dissolved oxygen, conductivity and total hardness) in an upstream-downstream direction; 2) increased hydrological connectivity may have favored biological invasion (e.g. Tridentiger bifasciatus) and promoted a potential biotic homogenization among the impounded lakes; and 3) there was a pattern of decreased fish abundance and biomass from the upstream to downstream lakes with fish communities strongly driven by changing water quality patterns across the impounded lakes. These findings improve our understanding of ecological impacts of large-scale hydraulic projects and provide a significant basis for water agencies with similar water transfer systems to optimize their water transfer management in order to minimize ecological impacts.","Guo, Chuanbo;Chen, Yushun;Gozlan, Rodolphe E;Liu, Han;Lu, Ying;Qu, Xiao;Wang, Lizhu;Xia, Wentong;Xie, Songguang;Xiong, Fangyuan","Scholarly Journals","2020","713","2388744981","proquest","PG",NA,NA,NA,NA,NA,NA,NA
"connectivity and habitat typology drive co2</sub> and ch4</sub> fluxes across land–water interfaces in lowland rivers","Lowland rivers are assumed to be a net source of carbon dioxide (CO 2 ) and methane (CH 4 ). However, little is known about the contribution of marginal permanent and temporary riverine aquatic systems to river carbon metabolism. Elevation, in relation to flooding, hydro‐morphological, and ecological features of such habitats, can affect the gas fluxes across the water–atmosphere interfaces and the periodically air‐exposed riverbeds. This hypothesis was investigated in the lowland sector of the Po River (Northern Italy) from May to September 2008. Five different aquatic habitats were considered: the main river course; a backwater habitat; and three lateral lentic waterbodies—an oxbow and two quarry lakes of different age. The water mass was always CO 2 and CH 4 supersaturated, and gas fluxes were from the water to the atmosphere. In the highly dynamic river course and backwaters, CO 2 emission rates were nearly one order of magnitude greater than in the lentic and hypoxic oxbow and quarry lakes. By contrast, CH 4 fluxes peaked in the lentic, deeper, and permanent water bodies. At sediment–atmosphere interfaces, the CO 2 emissions increased along an organic matter, a water saturation, and a chlorophyll a gradient, attaining the maximum rates in the periodically air‐exposed riverbed and marginal sandy sediments. These differences in gas fluxes resulted from either the submersion persistence or the alternation of submersion and emersion phases, which were ultimately due to the gap between elevation and river water variations. All this stresses the critical role of marginal aquatic habitats for river C budget.","Rossano Bolpagni;Laini, Alex;Mutti, Tiziana;Viaroli, Pierluigi;Bartoli, Marco","Scholarly Journals","2019","12","2162166182","proquest","ES",NA,NA,NA,NA,NA,NA,NA
"shifts of environmental and phytoplankton variables in a regulated river: a spatial-driven analysis","The longitudinal structure of the environmental and phytoplankton variables was investigated in the Ebro River (NE Spain), which is heavily affected by water abstraction and regulation. A first exploration indicated that the phytoplankton community did not resist the impact of reservoirs and barely recovered downstream of them. The spatial analysis showed that the responses of the phytoplankton and environmental variables were not uniform. The two set of variables revealed spatial variability discontinuities and river fragmentation upstream and downstream from the reservoirs. Reservoirs caused the replacement of spatially heterogeneous habitats by homogeneous spatially distributed water bodies, these new environmental conditions downstream benefiting the opportunist and cosmopolitan algal taxa. The application of a spatial auto-regression model to algal biomass (chlorophyll-a) permitted to capture the relevance and contribution of extra-local influences in the river ecosystem.","Sabater-Liesa, Laia;Ginebreda, Antoni;Barceló, Damià","Scholarly Journals","2018","642","2084071810","proquest","RP",NA,NA,NA,NA,NA,NA,NA
"do environmental variables predict the trophic structure of fish fauna in a subtropical river (uruguay river ecoregion)?","Trophic interactions represent the routes through which energy flows upwards within ecosystems and the understanding of such structuring under varying environmental conditions is still challenging. Here we test the hypothesis that differences in environmental variables act as environmental filters on the composition and trophic structure of local the fish fauna of a subtropical mountain river. We predict that differences in the trophic structure of the fish fauna occur along the river continuum. Main environmental parameters have been measured and fishes were sampled quarterly between August 2013 and May 2014 at six sampling sites in the main channel of the Pelotas River, Upper Uruguay ecoregion. We collected 3848 individuals belonging to 38 species, 4 orders and 11 families. The most (82.1%) consisted of small- and medium-sized individuals. The species were classified into eight trophic guilds: aquatic insectivorous, carnivorous, detritivorous, detritivorous/aquatic insectivorous, herbivorous, iliophagous, omnivorous and piscivorous. In general, herbivorous and piscivorous guilds were the most representative in both number and biomass. Significant differences detected by Permanova were for richness, numerical abundance and biomass between all the sites sampled. Relationships between the environmental variables and the composition of trophic guilds were observed along the longitudinal gradient by RLQ and fourth-corner analyses. The abundance of guilds omnivorous, aquatic insectivorous and herbivorous increases with higher values of chlorophyll- a and vegetation cover, especially characterizing the upstream sites (S1, S2 and S3). On the other hand, the abundance of the iliophagous, detritivorous/insectivorous and piscivorous guilds increases with greater values of width, temperature, inorganic phosphorus and total solids, a fact observed in downstream sites (S4, S5 and S6). Thus, it was possible to identify a clear variation in the trophic structure of the fish fauna along the Pelotas River (upstream-downstream), in which the local variables were efficient in predicting environmental filters that influence the trophic organization. In this scenario, our study follows the longitudinal model and evidences a greater accumulation of energy in food webs in the upstream-downstream direction, which favors the greatest abundance of piscivorous, detritivorous and iliophagous verified in stretches of greater volume and dimensions of river. These results highlight the importance of the local variables and the interrelationships in the lateral connectivity processes along the river continuum.","Neves, Mayara P;Baumgartner, Dirceu;Baumgartner, Gilmar;Delariva, Rosilene L","Scholarly Journals","2018","77","2417690740","proquest","MB",NA,NA,NA,NA,NA,NA,NA
"biological responses to recent eutrophication and hydrologic changes in xingyun lake, southwest china","The synergistic influence of multiple environmental stressors on lake ecosystems has typically been evaluated paleolimnologically, through examination of a single biological indicator. Aquatic organisms, however, may display heterogeneous responses because of differences in their ecological sensitivity, and/or because of ecological consequences caused by strong interactions among multiple stressors. We applied paleolimnological methods to compare patterns of algal and invertebrate response to multiple stressors in a large, shallow lake in southwest China over the last two centuries. Our multi-proxy records show a clear trajectory of lake eutrophication (greater total nitrogen) and increasing lake productivity (greater sediment Chlorophyll-a concentration) during the last century. Nutrient enrichment and lake productivity played significant, but different roles, in structuring diatom and cladoceran assemblages, accounting for 31.4 and 77.3% of the total variance in the communities, respectively. Furthermore, there was a pronounced influx of the endemic diatom species Cyclotella rhomboideo-elliptica Skuja, which was strongly associated with the second axis of a diatom PCA (Principal Component Analysis). This occurred synchronously with a documented reversal of hydrological connectivity with a downstream, nutrient-poor lake during the early twentieth century, suggesting a role for species dispersal in modulating community reorganization. There are also strong differences between the two organism groups in their sensitivity to hydrological fluctuations, as hydrodynamics, indicated by sand content, was a significant driver for cladocerans (>25%), but showed only minor influence on diatom assemblages in our selection of minimum adequate models. The proportion of the total variance explained by our measured variables (<30%) was much lower for diatom assemblages than for both cladoceran assemblage and accumulation data ( approximately 77%), reflecting differences in community reorganization between the two biological indicators. The sediment-based evaluation of community responses revealed the differential impact of eutrophication and hydrological fluctuations on the biota of this large, shallow lake. Therefore, multiple biological indicators should be evaluated in limnological surveys to assess the full scope of ecological changes in highly stressed lake systems targeted for conservation or restoration. Copyright 2017 Springer Science+Business Media Dordrecht","Liu, Yuanyuan;Chen, Guangjie;Hu, Kui;Shi, Haibin;Huang Linpei;Chen, Xiaolin;Lu Huibin;Zhao Shuaiying;Chen, Li","Scholarly Journals","2017","57","2368735387","proquest","CP",NA,NA,NA,NA,NA,NA,NA
"so close, so far: differences in long-term chlorophyll a variability in three nearby estuarine-coastal stations","Three sampling stations located in the inner Patos Lagoon estuary, the lagoon's mouth and the adjacent coastal beach were visited monthly from the end of 1992 until 2014. The stations are in close proximity, but are distributed along saline and hydrological gradients and had never previously been analysed together. Our main questions were: (1) Are the monthly, seasonal and interannual variations in chlorophyll a (Chl a) similar for the three stations? (2) Is there any type of connectivity among the sites? (3) What forces are responsible for controlling phytoplankton variability at these stations? The three stations showed distinct Chl a variability patterns, with higher concentration and variability at the beach station, where the seasonal variation presented higher values between May and October, seemingly out of phase with the estuarine station, where higher values occurred between September and January. The lagoon's mouth station acted as a transit region and incorporated the variability of the estuarine and coastal regions, and all three stations showed a lasting long-term influence from the remote and large-scale phenomenon El Nino Southern Oscillation, El Nino and La Nina periods being characterized by an increase in rainfall and drought conditions, respectively, in the region. The three stations showed no clear connectivity since the cross correlation analysis did not indicate subsequent (more than one month) influence of any station on the others with regard to Chl a. However, a large transfer of the surf-zone diatom, Asterionellopsis guyunusae, from the coast towards the estuary was observed in an apparent 'inverted outwelling' process. Chl a variability did not show a straight relationship with most of the measured abiotic variables, indicating that other forces such as residence time may be of greater importance.","Abreu, Paulo Cesar;Marangoni, Juliano;Odebrecht, Clarisse","Scholarly Journals","2017","13","1919960982","proquest","LY",NA,NA,NA,NA,NA,NA,NA
"phytoplankton dynamics in the congo river","We report a dataset of phytoplankton in the Congo River, acquired along a 1700-km stretch in the mainstem during high water (HW, December 2013) and falling water (FW, June 2014). Samples for phytoplankton analysis were collected in the main river, in tributaries and one lake, and various relevant environmental variables were measured. Phytoplankton biomass and composition were determined by high-performance liquid chromatography analysis of chlorophyll a (Chl a) and marker pigments and by microscopy. Primary production measurements were made using the ¹³C incubation technique. In addition, data are also reported from a 19-month regular sampling (bi-monthly) at a fixed station in the mainstem of the upper Congo (at the city of Kisangani). Chl a concentrations differed between the two periods studied: in the mainstem, they varied between 0.07 and 1.77 µg L¹ in HW conditions and between 1.13 and 7.68 µg L¹ in FW conditions. The relative contribution to phytoplankton biomass from tributaries (mostly black waters) and from a few permanent lakes was low, and the main confluences resulted in phytoplankton dilution. Based on marker pigment concentration, green algae (both chlorophytes and streptophytes) dominated in the mainstem in HW, whereas diatoms dominated in FW; cryptophytes and cyanobacteria were more abundant but still relatively low in the FW period, both in the tributaries and in the main channel. Daily integrated production measured in the mainstem (n = 15) varied between 64.3 and 434.1 mg C m² day¹ in FW conditions and between 51.5 and 247.6 mg C m² day¹ in HW. Phytoplankton biomass in the Congo River mainstem was likely constrained by hydrological factors (accumulation due to increased retention time during FW, dilution by increased discharge during HW), even though increased nutrient availability in the FW period might have also stimulated phytoplankton production. In contrast to other tropical river systems where connectivity with the floodplain and the presence of natural lakes and man-made reservoirs play a prominent role in the recruitment of phytoplankton to the main river, our results show that phytoplankton growth in the Congo River can take place in the main channel, with hydrological processes allowing maintenance of phytoplankton biomass even during HW.","Descy, Jean-Pierre;Darchambeau, François;Lambert, Thibault;Stoyneva-Gaertner, Maya P;Bouillon, Steven;Borges, Alberto V","Scholarly Journals","2017","62","2000461867","proquest","DC",NA,NA,NA,NA,NA,NA,NA
"immigration and early life stages recruitment of the european flounder (platichthys flesus) to an estuarine nursery: the influence of environmental factors","Connectivity between coastal spawning grounds and estuarine nurseries is a critical step in the life cycle of many fish species. Larval immigration and transport-associated physical–biological processes are determinants of recruitment success to nursery areas. The recruitment of the European flounder, Platichthys flesus, to estuarine nurseries located at the southern edge of the species distribution range, has been usually investigated during its juvenile stages, while estuarine recruitment during the earlier planktonic life stage remains largely unstudied. The present study investigated the patterns of flounder larval recruitment and the influence of environmental factors on the immigration of the early life stages to the Lima estuary (NW Portugal), integrating data on fish larvae and post-settlement individuals (&lt;50mm length), collected over 7years. Late-stage larvae arrived at the estuary between February and July and peak abundances were observed in April. Post-settlement individuals (&lt;50mm) occurred later between April and October, whereas newly-settled ones (&lt;20mm) were found only in May and June. Variables associated with the spawning, survival and growth of larvae in the ocean (sea surface temperature, chlorophyll a and inland hydrological variables) were the major drivers of flounder occurrence in the estuarine nursery. Although the adjacent coastal area is characterized by a current system with strong seasonality and mesoscale variability, we did not identify any influence of variables related with physical processes (currents and upwelling) on the occurrence of early life stages in the estuary. A wider knowledge on the influence of the coastal circulation variability and its associated effects upon ocean-estuarine connectivity is required to improve our understanding of the population dynamics of marine spawning fish that use estuarine nurseries.","Amorim, Eva;Bordalo, Adriano A;Elliott, Michael;Ramos, Sandra","Scholarly Journals","2016","107","2000151948","proquest","PG",NA,NA,NA,NA,NA,NA,NA
"abiotic variability among different aquatic systems of the central amazon floodplain during drought and flood events","This paper examines water properties from lakes, channels and paleo-channels located in Mamiraua Sustainable Development Reserve, in Central Amazon floodplain, Amazonas, Brazil. The authors analysed surface temperature, conductivity, pH, dissolved oxygen, turbidity, transparency, suspended inorganic and organic matter, chlorophyll-a, pheophytin, total nitrogen, total phosphorus, organic and inorganic carbon in 2009 high water phase, 2009 and 2010 low water phases. Multivariate statistical analyses of 24 aquatic systems (6 ressacas, 12 lakes and 6 channels, 142 samples) were applied to the variables. First, they analysed the entire set of variables to test for differences among phases of the hydrological year and types of aquatic systems using a PERMANOVA two-way crossed design. The results showed that the all measured limnological variables are distinct regarding both factors: types of aquatic systems and hydrological phases. In general, the magnitude and amplitude of all variables were higher in the low water phase than in the high water phase, except for water transparency in all aquatic system's types.","Affonso, A G;Queiroz, H L","Scholarly Journals","2015","75","1757013661","proquest","ES",NA,NA,NA,NA,NA,NA,NA
